School Name,address,postal_code,fax_no,fax_no_2,email_address,mrt_desc,bus_desc,principal_name,first_vp_name,second_vp_name,third_vp_name,fourth_vp_name,fifth_vp_name,sixth_vp_name,dgp_code,zone_code,type_code,nature_code,session_code,mainlevel_code,sap_ind,autonomous_ind,gifted_ind,ip_ind,mothertongue1_code,mothertongue2_code,mothertongue3_code,Latitude,Longitude,Full Address
MONTFORT SECONDARY SCHOOL,50 HOUGANG AVENUE 8   ,538785,63862804,na,MONTFORT_SS@MOE.EDU.SG,HOUGANG MRT,"74, 74e, 88, 88A, 101, 147, 147A, 161","MADAM HENG SUE LIN, JANICE",MR WILSON TAY SWEE KIAT,MISS TAN MEI LING AUDREY,MADAM TAN LAY YEN,na,na,na,HOUGANG,NORTH,GOVERNMENT-AIDED SCH,BOYS' SCHOOL,SINGLE SESSION,SECONDARY (S1-S5),No,No,No,No,CHINESE,MALAY,TAMIL,1.37396131656912,103.888928372577,50 HOUGANG AVENUE 8 MONTFORT SECONDARY SCHOOL SINGAPORE 538785
NAN CHIAU HIGH SCHOOL,20 ANCHORVALE LINK   ,545079,64897970,na,NCHS@MOE.EDU.SG,"SENGKANG MRT, RENJONG LRT, TONGKANG LRT","43, 83, 85, 109, 156, 159, 161, 163, 372",MADAM LER JIA LUEN,MADAM CHOW NYET YOON,DR. OH BEE LENG HESTER,na,na,na,na,SENG KANG,NORTH,GOVERNMENT-AIDED SCH,CO-ED SCHOOL,SINGLE SESSION,SECONDARY (S1-S5),Yes,No,No,No,CHINESE,na,na,1.38879582498399,103.890004423764,20 ANCHORVALE LINK NAN CHIAU HIGH SCHOOL SINGAPORE 545079
NAN CHIAU PRIMARY SCHOOL,50 ANCHORVALE LINK   ,545080,64897906,na,NCPS@MOE.EDU.SG,Sengkang Station,"156, 159, 161, 371, 372",MRS ONG LOH JIA MIIN,"MDM HOE QUEE HIANG, BELINDA",MADAM LIM SHEUE TYUG,MR WINSTON TAN WEE SING,na,na,na,SENG KANG,NORTH,GOVERNMENT-AIDED SCH,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,CHINESE,MALAY,TAMIL,1.39221149906592,103.891180928186,50 ANCHORVALE LINK NAN CHIAU PRIMARY SCHOOL SINGAPORE 545080
NAN HUA HIGH SCHOOL,41 CLEMENTI AVENUE 1   ,129956,67751956,na,NHSS@MOE.EDU.SG,CLEMENTI MRT,"14, 33, 52, 78, 96, 97, 105, 106, 147, 151, 154, 165, 166, 183, 185, 188, 189, 196, 197, 198, 282, 285, 963",MR CHIEW JING WEN,MISS TAY JIA MING JASMINE,MR LOO JIAMING,MR LEE KOK BOON,na,na,na,CLEMENTI,WEST,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,SECONDARY (S1-S5),Yes,Yes,No,No,CHINESE,na,na,1.30809529518605,103.768561446725,41 CLEMENTI AVENUE 1 NAN HUA HIGH SCHOOL SINGAPORE 129956
NAN HUA PRIMARY SCHOOL,30 Jalan Lempeng   ,128806,67784127,na,NHPS@MOE.EDU.SG,Clementi MRT Station,"30, 51, 143, 175, 201, 533, 655, 727, 762",MADAM PHUA YIN LIN GRACE,MISS TEH LAY CHOO ANNE,"MR LIM PENG YUAN, ANDY",na,na,na,na,CLEMENTI,WEST,GOVERNMENT-AIDED SCH,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,Yes,No,Yes,No,CHINESE,na,na,1.31920159956387,103.761095065761,30 JALAN LEMPENG NAN HUA PRIMARY SCHOOL SINGAPORE 128806
NANYANG GIRLS' HIGH SCHOOL,2 LINDEN DRIVE   ,288683,64667564,na,NYGHS@MOE.EDU.SG,"SIXTH AVENUE MRT, TAN KAH KEE MRT","67, 74, 151, 154, 156, 157, 170, 174, 852, 961",MISS SIAU FONG FUI,MS NG MIEN MIEN AGNES,MISS GAYNOR TEH,MS TAN MEEI YEE MAE PAULINE,na,na,na,BUKIT TIMAH,WEST,INDEPENDENT SCHOOL,GIRLS' SCHOOL,SINGLE SESSION,SECONDARY (S1-S4),Yes,No,Yes,Yes,CHINESE,na,na,1.33058326666479,103.802420979943,2 LINDEN DRIVE NANYANG GIRLS' HIGH SCHOOL SINGAPORE 288683
NANYANG JUNIOR COLLEGE,128 SERANGOON AVENUE 3   ,556111,62855147,na,NYJC@MOE.EDU.SG,Lorong Chuan (Circle Line/CC14); 3-minute walk via sheltered walkway,"22, 24, 45, 53, 58, 73, 105, 109, 133, 135, 136, 156, 853",MR PANG CHOON HOW,MISS JASMINE ONG PEISHAN,MRS OH-YOW SIHUA KEN,MADAM CHAN MEI FUNG JOYCE,na,na,na,SERANGOON,SOUTH,GOVERNMENT-AIDED SCH,CO-ED SCHOOL,FULL DAY,JUNIOR COLLEGE,No,No,No,No,CHINESE,MALAY,TAMIL,1.35028314949236,103.866498721912,128 SERANGOON AVENUE 3 NANYANG JUNIOR COLLEGE SINGAPORE 556111
NANYANG PRIMARY SCHOOL,52 KING'S ROAD   ,268097,64686913,na,NYPS@MOE.EDU.SG,Farrer Rd MRT Station,"66, 67, 74, 93, 151, 153, 154, 156, 157, 165, 170, 171, 174, 186, 852, 855, 961",MADAM WONG LI PENG,MS LIM KAR WAE FIONA,MISS SHARLENE CHYE HUI TING,MR JAMES CHONG KOK CHIANG,na,na,na,BUKIT TIMAH,WEST,GOVERNMENT-AIDED SCH,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,Yes,No,Yes,No,CHINESE,na,na,1.32084749904532,103.807750155296,52 KING'S ROAD NANYANG PRIMARY SCHOOL SINGAPORE 268097
NATIONAL JUNIOR COLLEGE,37 HILLCREST ROAD   ,288913,64684535,na,NJC@MOE.EDU.SG,"BOTANIC GARDENS MRT, TAN KAH KEE MRT, SIXTH AVENUE MRT","67, 74, 151, 154, 156, 157, 170, 174, 852, 961",MRS TOH LUCY,MR HARESH S/O SIVARAM,MISS SIM SOO LENG AILEEN,MR CHONG CHEE KEONG ALVIN,na,na,na,BUKIT TIMAH,SOUTH,GOVERNMENT SCHOOL,CO-ED SCHOOL,FULL DAY,MIXED LEVEL (S1-JC2),No,No,No,Yes,CHINESE,MALAY,TAMIL,1.33029291072172,103.804110905425,37 HILLCREST ROAD NATIONAL JUNIOR COLLEGE SINGAPORE 288913
NAVAL BASE PRIMARY SCHOOL,7 YISHUN AVE 4   ,769028,67555355,na,NBPS@MOE.EDU.SG,Yishun MRT Station,Feeder bus No. 811 from Yishun Interchange.,MR CHIA CHEE WENG RICHARD CHRIS,MADAM LIM WAI CHOO MRS GOH WAI CHOO,MADAM WANG MING HWEE,MADAM THAM LAI PENG,na,na,na,YISHUN,NORTH,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,CHINESE,MALAY,TAMIL,1.41630663159387,103.838794077233,7 YISHUN AVENUE 4 NAVAL BASE PRIMARY SCHOOL SINGAPORE 769028
NAVAL BASE SECONDARY SCHOOL,901 YISHUN RING ROAD   ,768689,67557706,na,NBSS@MOE.EDU.SG,KHATIB MRT,"39, 85, 117, 670, 807, 811, 812, 851, 852, 853, 854, 855, 857, 858, 861, 965, 969",MADAM LINDA YEO SOCK KHOON,MR LIM SEOW KUAN,MR MUHAMMAD SHAHARI B ABU BAKAR,na,na,na,na,YISHUN,NORTH,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,SECONDARY (S1-S5),No,No,No,No,CHINESE,MALAY,TAMIL,1.41937881620441,103.831050390247,901 YISHUN RING ROAD NAVAL BASE SECONDARY SCHOOL SINGAPORE 768689
NEW TOWN PRIMARY SCHOOL,300 Tanglin Halt Road   ,148812,64741249,na,NTPS@MOE.EDU.SG,Commonwealth MRT Station,"SBS Numbers 32, 100, 105, 111, 145, 147, 195, 196, 198, 855",MISS HANNAH CHIA CUI'E,MRS CHIN WEY LING LYNNE,MADAM FOO HUEY YING (FU HUIYING),na,na,na,na,QUEENSTOWN,SOUTH,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,CHINESE,MALAY,TAMIL,1.29964188181021,103.80010216304,300 TANGLIN HALT ROAD NEW TOWN PRIMARY SCHOOL SINGAPORE 148812
NEW TOWN SECONDARY SCHOOL,1020 DOVER ROAD   ,139657,67752310,na,NTSS@MOE.EDU.SG,"DOVER MRT, CLEMENTI MRT","33, 96, 96A, 151, 196, 183",MR ARIVAZHAGAN MANICKAM,MISS GOH YI LING ELISSA,MR LEONARD TAN SOON TECK,na,na,na,na,QUEENSTOWN,WEST,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,SECONDARY (S1-S5),No,No,No,No,CHINESE,MALAY,TAMIL,1.30977590011357,103.77318863421,1020 DOVER ROAD NEW TOWN SECONDARY SCHOOL SINGAPORE 139657
NGEE ANN PRIMARY SCHOOL,344 MARINE TERRACE   ,449149,64417411,na,NAPS@MOE.EDU.SG,Nil,"13, 16, 16M, 31,36, 43, 47, 48, 55, 135, 196, 196E, 197, 853M (at Marine Parade road); 13, 16, 16M, 196 and 196E(at Marine Terrace)",MADAM PANG SIU SAN,MADAM LEE LI LI,MADAM LOW LEE CHERN,na,na,na,na,MARINE PARADE,EAST,GOVERNMENT-AIDED SCH,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,CHINESE,MALAY,TAMIL,1.30552505910497,103.917463017497,344 MARINE TERRACE NGEE ANN PRIMARY SCHOOL SINGAPORE 449149
NGEE ANN SECONDARY SCHOOL,1 TAMPINES STREET 32   ,529283,67840453,na,NASS@MOE.EDU.SG,"TAMPINES MRT, SIMEI MRT, TAMPINES EAST MRT","3, 4, 8, 9, 12, 17, 18, 19, 21, 28, 29, 34, 37, 38, 39, 59, 81, 291, 293, 518, 552",MISS POH SHI HUI,MR GOH CHIN WEI,MADAM TAN LAY GIN,na,na,na,na,TAMPINES,EAST,GOVERNMENT-AIDED SCH,CO-ED SCHOOL,SINGLE SESSION,SECONDARY (S1-S5),No,Yes,No,No,CHINESE,MALAY,TAMIL,1.35447525755806,103.956747262496,1 TAMPINES STREET 32 NGEE ANN SECONDARY SCHOOL SINGAPORE 529283
NORTH SPRING PRIMARY SCHOOL,1 RIVERVALE STREET   ,545088,63851044,na,NSPS@MOE.EDU.SG,NEL - Sengkang Station; LRT - Bakau Station,"SBS Transit Services 82, 85, 86, 88, 119, 136, 163, 372",MADAM PHAN SWEE LIN SHERIN JACINTA,MR TAN YEW LEE,MADAM SALIEMA BINTE MOHAMED IQBAL,na,na,na,na,SENG KANG,NORTH,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,CHINESE,MALAY,TAMIL,1.38706146494859,103.903202683028,1 RIVERVALE STREET NORTH SPRING PRIMARY SCHOOL SINGAPORE 545088
NORTH VIEW PRIMARY SCHOOL,210 YISHUN AVENUE 6   ,768960,67593237,na,NVPS@MOE.EDU.SG,Yishun; Khatib,"Feeder Service 804, 806, 807, 860",MRS GRACE CHUA,MR RAJINDER SINGH S/O PIARA SINGH,MADAM LING SOOK LENG,MR CHAN SOON HUA,na,na,na,YISHUN,NORTH,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,CHINESE,MALAY,TAMIL,1.42752327193727,103.848190787869,210 YISHUN AVENUE 6 NORTH VIEW PRIMARY SCHOOL SINGAPORE 768960
NORTH VISTA PRIMARY SCHOOL,20 Compassvale Link   ,544974,64843568,na,nvtps@moe.edu.sg,"Buangkok MRT (NE15), Ranggung LRT (SE5)",na,MR ONG LYE WHATT,MR AMRAN B TASRIF,MISS GOH AI LING,MADAM KANG SIEW LENG AUDREY,na,na,na,SENG KANG,NORTH,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,CHINESE,MALAY,TAMIL,1.38282243016299,103.895961877928,20 COMPASSVALE LINK NORTH VISTA PRIMARY SCHOOL SINGAPORE 544974
NORTH VISTA SECONDARY SCHOOL,11 RIVERVALE LINK   ,545081,68793931,na,NORTHVISTASS@MOE.EDU.SG,"SENGKANG MRT, BUANGKOK MRT, RANGGUNG LRT","80, 82, 87, 88, 89, 119",MR YAP THIAM CHUAN,MR PILLAY P KRISHNAN,MISS WU XIAOYUAN,MR KWEK CHIN LEONG,na,na,na,SENG KANG,NORTH,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,SECONDARY (S1-S5),No,No,No,No,CHINESE,MALAY,TAMIL,1.381131285,103.899188813886,11 RIVERVALE LINK NORTH VISTA SECONDARY SCHOOL SINGAPORE 545081
NORTHBROOKS SECONDARY SCHOOL,585 YISHUN RING ROAD   ,768692,67566110,na,NORTHBROOKS@MOE.EDU.SG,"YISHUN MRT, KHATIB MRT","804, 806, 807, 860, 103",MR CHEN XUANTING EDMUND,MISS GOH PEISHI,MR YIP KOK HOONG (YE GUOXIONG),MR LIM YANG CHERNG,na,na,na,YISHUN,NORTH,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,SECONDARY (S1-S5),No,No,No,No,CHINESE,MALAY,TAMIL,1.42081285020652,103.845147332528,585 YISHUN RING ROAD NORTHBROOKS SECONDARY SCHOOL SINGAPORE 768692
NORTHLAND PRIMARY SCHOOL,15 YISHUN AVENUE 4   ,769026,67559196,na,NORTHLAND_PS@MOE.EDU.SG,Yishun MRT Station,812 (next to bus service number 171) at Yishun Interchange,MR JAY WESTLY MAHARDALE,MR CHONG CHOONG HIAN,MISS LEE QUEE CHOO GINA,na,na,na,na,YISHUN,NORTH,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,CHINESE,MALAY,TAMIL,1.42096989918951,103.840928424929,15 YISHUN AVENUE 4 NORTHLAND PRIMARY SCHOOL SINGAPORE 769026
NORTHLAND SECONDARY SCHOOL,3 YISHUN STREET 22   ,768578,62573634,na,NORTHLAND_SS@MOE.EDU.SG,YISHUN MRT,"811, 804, 800",MR LIM KOK HWA,MR PETERSON JOSEPH STANLEY,MR LOW CHEE WAI,MR CHEEN HSIEN HONG,na,na,na,YISHUN,NORTH,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,SECONDARY (S1-S5),No,No,No,No,CHINESE,MALAY,TAMIL,1.43580183362637,103.840104687784,3 YISHUN STREET 22 NORTHLAND SECONDARY SCHOOL SINGAPORE 768578
NORTHLIGHT SCHOOL,151 Towner Road   ,327830,62912423,na,nls@moe.edu.sg,BOON KENG (NE9),"21, 125, 130, 139, 145, 13, 23, 31, 64, 65, 133, 147, 857, 985",MADAM SUNG MEE HAR,MR GAN KOK SOON SIMON,MR HSU YU CHIH TOMMY,na,na,na,na,KALLANG,SOUTH,SPECIALISED SCHOOL,CO-ED SCHOOL,FULL DAY,SECONDARY (S1-S4),No,No,No,No,CHINESE,MALAY,TAMIL,1.3191002158167,103.85575955353,151 TOWNER ROAD NORTHLIGHT SCHOOL SINGAPORE 327830
NORTHOAKS PRIMARY SCHOOL,61 Sembawang Drive   ,757622,6753 8864,na,northoaks_ps@moe.edu.sg,Sembawang MRT,Bus number 962,"MR CHER TECK YIANG, LUKE MELVIN",MADAM KOMATHI D/O GOVINDASAMY,MR OW EU GENE JOHN,na,na,na,na,SEMBAWANG,NORTH,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,CHINESE,MALAY,TAMIL,1.45660782030102,103.814196981329,61 SEMBAWANG DRIVE NORTHOAKS PRIMARY SCHOOL SINGAPORE 757622
NORTHSHORE PRIMARY SCHOOL,30 Northshore Drive   ,828671,62026491,na,northhshore_ps@moe.edu.sg,Puggol Point LRT Station,"84, 384",MADAM LEE YEN PING CHRISTINE,MADAM GAN SER MIN,MADAM ONG YIN PENG,na,na,na,na,PUNGGOL,EAST,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,CHINESE,MALAY,TAMIL,1.41813803336667,103.904416909742,30 NORTHSHORE DRIVE NORTHSHORE PRIMARY SCHOOL SINGAPORE 828671
NUS HIGH SCHOOL OF MATHEMATICS AND SCIENCE,20 Clementi Avenue 1   ,129957,67756910,na,einstein@highsch.nus.edu.sg,Nearest MRT Stations - Clementi and Dover,"96, 97, 151, 183, 188, 189, 196, 197, 198",MADAM SOH LAI LENG MAGDALEN,MR GOH HOCK LEONG,"MS KHOO LEE YONG, SHARON",MRS LAI SOO HONG,na,na,na,CLEMENTI,WEST,SPECIALISED INDEPENDENT SCHOOL,CO-ED SCHOOL,FULL DAY,MIXED LEVEL (S1-JC2),No,No,Yes,Yes,CHINESE,MALAY,TAMIL,1.30600678096247,103.770152807737,20 CLEMENTI AVENUE 1 NUS HIGH SCHOOL OF MATHEMATICS AND SCIENCE SINGAPORE 129957
OASIS PRIMARY SCHOOL,71 Edgefield Plains   ,828716,6320 9856,na,oasis_ps@moe.edu.sg,Damai LRT Station,"50, 386",MR POH LEONG KIAT DANNY,MADAM HO JUN- LYNN,MR MOHAMED IMRAN B MOHAMED IHSAN,MISS CHUA MAY CHING,na,na,na,PUNGGOL,EAST,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,CHINESE,MALAY,TAMIL,1.40462413200793,103.911120600638,71 EDGEFIELD PLAINS OASIS PRIMARY SCHOOL SINGAPORE 828716
OPERA ESTATE PRIMARY SCHOOL,48 FIDELIO STREET   ,458436,64493042,na,OEPS@MOE.EDU.SG,"Bedok, Kembangan",42,MADAM HOO WAI LING,MR KENNY RAPHAEL REYES,MR RAYMOND TAY KOON MING,MR GOH LENG SENG,na,na,na,BEDOK,EAST,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,CHINESE,MALAY,TAMIL,1.31931914436255,103.923788259248,48 FIDELIO STREET OPERA ESTATE PRIMARY SCHOOL SINGAPORE 458436
ORCHID PARK SECONDARY SCHOOL,10 YISHUN STREET 81   ,768454,67588770,na,OPSS@MOE.EDU.SG,KHATIB MRT,811,MR CHUNG KWOK LEONG DANIEL,MADAM TEO MEI LIN YVONNE,MR NG KOK WING,na,na,na,na,YISHUN,NORTH,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,SECONDARY (S1-S5),No,No,No,No,CHINESE,MALAY,TAMIL,1.41532032779634,103.837859241343,10 YISHUN STREET 81 ORCHID PARK SECONDARY SCHOOL SINGAPORE 768454
OUTRAM SECONDARY SCHOOL,3 YORK HILL   ,168622,62352337,na,OSS@MOE.EDU.SG,"OUTRAM PARK MRT, CHINATOWN MRT","174 , 123, 16, 175, 195, 33, 5, 63, 75, 851, 970, 123, 186, 51, 64",MR TAN KOK HONG,MISS TAN YEE LIN ELAINE,na,na,na,na,na,CENTRAL,SOUTH,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,SECONDARY (S1-S5),No,No,No,No,CHINESE,MALAY,TAMIL,1.28651357464735,103.837127264403,3 YORK HILL OUTRAM SECONDARY SCHOOL SINGAPORE 168622
PALM VIEW PRIMARY SCHOOL,150 Compassvale Bow   ,544822,68754150,na,palmview_ps@moe.edu.sg,Buangkok,"27,43,109,156,159,161,163,163M,550",MRS MING KUM,MR ANG WEI TECK,MISS KHAIRIAH BTE HAIROMAN,MISS CHUA CHEW HIANG,na,na,na,SENG KANG,NORTH,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,CHINESE,MALAY,TAMIL,1.38376923022123,103.891354675017,150 COMPASSVALE BOW PALM VIEW PRIMARY SCHOOL SINGAPORE 544822
PARK VIEW PRIMARY SCHOOL,60 PASIR RIS DRIVE 1   ,519524,65851401,na,PVPS@MOE.EDU.SG,Pasir Ris MRT Station,"358,39,53,81,89",MISS LIE SUYIN JAMIE,MADAM HO FUI FONG,MADAM LIM CHIU EE,na,na,na,na,PASIR RIS,EAST,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,CHINESE,MALAY,TAMIL,1.37738069854249,103.939541695654,60 PASIR RIS DRIVE 1 PARK VIEW PRIMARY SCHOOL SINGAPORE 519524
PASIR RIS CREST SECONDARY SCHOOL,11 PASIR RIS STREET 41   ,518934,65813226,na,PRCSS@MOE.EDU.SG,PASIR RIS MRT,"358, 17, 81, 12, 3",MRS KOH CAIYU,MR HANSEL LIN DAOYANG,MR LEE SENG LEE,na,na,na,na,PASIR RIS,EAST,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,SECONDARY (S1-S5),No,No,No,No,CHINESE,MALAY,TAMIL,1.37284060102246,103.959728202919,11 PASIR RIS STREET 41 PASIR RIS CREST SECONDARY SCHOOL SINGAPORE 518934
PASIR RIS PRIMARY SCHOOL,5 PASIR RIS STREET 21   ,518968,65828492,na,PRPS@MOE.EDU.SG,Pasir Ris MRT,"3,5,6,89",MS LIZA BTE RAHMAT,MADAM HENG WEI SHAN,MADAM THILAGAMANI D/O T SIVANANDAM,na,na,na,na,PASIR RIS,EAST,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,CHINESE,MALAY,TAMIL,1.37241870245531,103.962807212116,5 PASIR RIS STREET 21 PASIR RIS PRIMARY SCHOOL SINGAPORE 518968
PASIR RIS SECONDARY SCHOOL,390 TAMPINES STREET 21   ,529400,65010900,na,PRSS@MOE.EDU.SG,"TAMPINES MRT, TAMPINES EAST MRT,  TAMPINES WEST MRT","3, 4, 8, 10, 15, 18, 19, 20, 21, 22, 23, 27, 28, 29, 31, 37, 38, 39, 46, 65, 67, 68, 69, 72, 81, 127, 129, 168, 291, 292, 293, 298, 969",MADAM GRACE TAN BEE SIM,MS S SANTHA D/O SUKUMARAN,MADAM LEE BENG CHOO,na,na,na,na,TAMPINES,EAST,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,SECONDARY (S1-S5),No,No,No,No,CHINESE,MALAY,TAMIL,1.35422732653396,103.948962626204,390 TAMPINES STREET 21 PASIR RIS SECONDARY SCHOOL SINGAPORE 529400
PAYA LEBAR METHODIST GIRLS' SCHOOL (PRIMARY),298 LORONG AH SOO   ,536741,62803915,na,PLMGPS@MOE.EDU.SG,"Kovan (NE13), Serangoon(NE12/CC13)","45, 53, 53M, 62, 113",MRS MRS JOYCE ANG,MADAM TANG WAI YUE,MRS ESTHER SEE-LING SZENGEN,na,na,na,na,HOUGANG,EAST,GOVERNMENT-AIDED SCH,GIRLS' SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,CHINESE,MALAY,TAMIL,1.34947276268396,103.884971343143,298 LORONG AH SOO PAYA LEBAR METHODIST GIRLS' SCHOOL (PRIMARY) SINGAPORE 536741
PAYA LEBAR METHODIST GIRLS' SCHOOL (SECONDARY),296 LOR AH SOO   ,536742,63820558,na,PLMGSS@MOE.EDU.SG,"KOVAN MRT, SERANGOON MRT","45, 53, 53M, 62, 113",MISS NG AMY,MADAM TAN MAY LIN SELINA,MS TOH SUSAN,MR NING TAU YEE,na,na,na,HOUGANG,EAST,GOVERNMENT-AIDED SCH,GIRLS' SCHOOL,SINGLE SESSION,SECONDARY (S1-S5),No,Yes,No,No,CHINESE,MALAY,TAMIL,1.35096755912522,103.885120050588,296 LORONG AH SOO PAYA LEBAR METHODIST GIRLS' SCHOOL (SECONDARY) SINGAPORE 536742
PEI CHUN PUBLIC SCHOOL,16 LORONG 7 TOA PAYOH   ,319320,63538418,na,PCPS@MOE.EDU.SG,Toa Payoh MRT Station and Braddell MRT Station,"Bus Service 232, 57",MISS ONG LEE CHOO,MR LIM JIT HIN,MISS YANG JINGYU,MR REEVE SIM (SHEN GUANZE),na,na,na,TOA PAYOH,SOUTH,GOVERNMENT-AIDED SCH,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,Yes,No,No,No,CHINESE,na,na,1.33737358725951,103.855585578061,16 LORONG 7 TOA PAYOH PEI CHUN PUBLIC SCHOOL SINGAPORE 319320
PEI HWA PRESBYTERIAN PRIMARY SCHOOL,7 PEI WAH AVENUE   ,597610,64621944,na,PHPPS@MOE.EDU.SG,Beauty World,"970, 852, 174, 173, 157, 77, 61",MRS ALLISON LIM,MR LEONG WEI MING CALEB,MADAM YONG MING WOEI CHLOE,na,na,na,na,BUKIT TIMAH,WEST,GOVERNMENT-AIDED SCH,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,Yes,No,No,No,CHINESE,na,na,1.33805634613048,103.776106448614,7 PEI WAH AVENUE PEI HWA PRESBYTERIAN PRIMARY SCHOOL SINGAPORE 597610
PEI HWA SECONDARY SCHOOL,21 FERNVALE LINK   ,797702,63438326,na,peihwasec@moe.edu.sg,"SENGKANG MRT, LAYAR LRT","50, 70, 86, 103, 163, 854",MR MOHD AZHAR B TERIMO,MRS MICHELLE RAJARATHNAM,MR OW WENG KEONG,na,na,na,na,SENG KANG,NORTH,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,SECONDARY (S1-S5),No,No,No,No,CHINESE,MALAY,TAMIL,1.39037504993234,103.878461745339,21 FERNVALE LINK PEI HWA SECONDARY SCHOOL SINGAPORE 797702
PEI TONG PRIMARY SCHOOL,15 CLEMENTI AVENUE 5   ,129857,67789784,na,PTPS@MOE.EDU.SG,Clementi,"7, 184, 282",MRS ONG-CHEW LU SEE,MR JASON WONG QI HUA,MR MOHAMED YAZEED BIN MOHAMED SAID,MR KOH SEE CHOON,na,na,na,CLEMENTI,WEST,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,CHINESE,MALAY,TAMIL,1.31619786415976,103.767599818844,15 CLEMENTI AVENUE 5 PEI TONG PRIMARY SCHOOL SINGAPORE 129857
PEICAI SECONDARY SCHOOL,10 SERANGOON AVENUE 4   ,556094,na,na,PEICAI_SS@MOE.EDU.SG,SERANGOON MRT,"22, 24, 43, 53, 70, 76, 103, 109, 116, 147, 156, 315, 317, 853",MR MICHAEL MUHUNTHAN S/O SUBRAMANIAM,MADAM JESMINE CHUNG KAH MIN,MR SHUE PEI YAN,na,na,na,na,SERANGOON,SOUTH,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,SECONDARY (S1-S5),No,No,No,No,CHINESE,MALAY,TAMIL,1.35951583222214,103.870010749055,10 SERANGOON AVENUE 4 PEICAI SECONDARY SCHOOL SINGAPORE 556094
PEIRCE SECONDARY SCHOOL,10 SIN MING WALK   ,575566,64576448,na,PEIRCE_SS@MOE.EDU.SG,"ANG MO KIO MRT, BISHAN MRT, MARYMOUNT MRT, BRIGHT HILL MRT","52, 132, 162, 163, 165, 166, 167, 410, 855, 980",MR KEH CHIN CHUAN BENEDICT,MR JIN SEBASTIAN,MS NG BOON MIN,MADAM PEH TZU FENG,na,na,na,BISHAN,SOUTH,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,SECONDARY (S1-S5),No,No,No,No,CHINESE,MALAY,TAMIL,1.36665944653812,103.83021606804,10 SIN MING WALK PEIRCE SECONDARY SCHOOL SINGAPORE 575566
